date,N_assets
2021-02-05,30
2021-02-12,30
2021-02-19,30
2021-02-26,30
2021-03-05,30
2021-03-12,30
2021-03-19,30
2021-03-26,30
2021-04-02,30
2021-04-09,30
2021-04-16,30
2021-04-23,30
2021-04-30,30
2021-05-07,30
2021-05-14,30
2021-05-21,30
2021-05-28,30
2021-06-04,30
2021-06-11,30
2021-06-18,30
2021-06-25,30
2021-07-02,30
2021-07-09,30
2021-07-16,30
2021-07-23,30
2021-07-30,30
2021-08-06,30
2021-08-13,30
2021-08-20,30
2021-08-27,30
2021-09-03,30
2021-09-10,30
2021-09-17,30
2021-09-24,30
2021-10-01,30
2021-10-08,30
2021-10-15,30
2021-10-22,30
2021-10-29,30
2021-11-05,30
2021-11-12,30
2021-11-19,30
2021-11-26,30
2021-12-03,30
2021-12-10,30
2021-12-17,30
2021-12-24,30
2021-12-31,30
2022-01-07,30
2022-01-14,30
2022-01-21,30
2022-01-28,30
2022-02-04,30
2022-02-11,30
2022-02-18,30
2022-02-25,30
2022-03-04,30
2022-03-11,30
2022-03-18,30
2022-03-25,30
2022-04-01,30
2022-04-08,30
2022-04-15,30
2022-04-22,30
2022-04-29,30
2022-05-06,30
2022-05-13,30
2022-05-20,30
2022-05-27,30
2022-06-03,30
2022-06-10,30
2022-06-17,30
2022-06-24,30
2022-07-01,30
2022-07-08,30
2022-07-15,30
2022-07-22,30
2022-07-29,30
2022-08-05,30
2022-08-12,30
2022-08-19,30
2022-08-26,30
2022-09-02,30
2022-09-09,30
2022-09-16,30
2022-09-23,30
2022-09-30,30
2022-10-07,30
2022-10-14,30
2022-10-21,30
2022-10-28,30
2022-11-04,30
2022-11-11,30
2022-11-18,30
2022-11-25,30
2022-12-02,30
2022-12-09,30
2022-12-16,30
2022-12-23,30
2022-12-30,30
2023-01-06,30
2023-01-13,30
2023-01-20,30
2023-01-27,30
2023-02-03,30
2023-02-10,30
2023-02-17,30
2023-02-24,30
2023-03-03,30
2023-03-10,30
2023-03-17,30
2023-03-24,30
2023-03-31,30
2023-04-28,30
2023-05-12,30
2023-06-02,30
2023-06-16,30
2023-06-23,30
2023-06-30,30
2023-07-07,30
2023-07-14,30
2023-07-21,30
2023-07-28,30
2023-08-11,30
2023-08-18,30
2023-09-01,30
2023-09-08,30
2023-09-15,30
2023-09-22,30
2023-09-29,30
2023-11-10,30
2023-11-17,30
2023-11-24,30
2023-12-15,30
2023-12-22,30
2023-12-29,30
2024-01-05,30
2024-01-12,30
2024-01-19,30
2024-02-16,30
2024-03-01,30
2024-03-08,30
2024-03-15,30
2024-03-22,30
2024-04-05,30
2024-04-19,30
2024-04-26,30
2024-05-03,30
2024-05-10,30
2024-05-17,30
2024-05-24,30
2024-05-31,30
2024-06-07,30
2024-06-14,30
2024-06-21,30
2024-06-28,30
2024-07-05,30
2024-07-12,30
2024-07-19,30
2024-07-26,30
2024-08-02,30
2024-08-09,30
2024-08-16,30
2024-08-23,30
2024-08-30,30
2024-09-06,30
2024-09-13,30
2024-09-20,30
2024-09-27,30
2024-10-04,30
2024-10-11,30
2024-10-18,30
2024-12-20,30
2025-01-31,30
2025-02-07,30
2025-02-14,30
2025-02-21,30
2025-03-07,30
2025-03-14,30
2025-03-21,30
2025-03-28,30
2025-04-04,30
2025-04-11,30
2025-04-18,30
2025-04-25,30
2025-05-02,30
2025-05-09,30
2025-05-16,30
2025-05-23,30
2025-05-30,30
2025-06-06,30
2025-06-13,30
2025-06-20,30
2025-06-27,30
2025-07-04,30
2025-07-11,30
2025-07-18,30
2025-07-25,30
2025-08-01,30
2025-08-08,30
2025-08-15,30
2025-08-22,30
2025-08-29,30
2025-09-05,30
2025-09-12,30
2025-09-19,30
2025-09-26,30
2025-10-03,30
2025-10-10,30
2025-10-17,30
2025-10-24,30
2025-10-31,30
2025-11-07,30
2025-11-14,30
2025-11-21,30
2025-11-28,30
2025-12-05,30
2025-12-12,30
2025-12-19,30
2025-12-26,30
2026-01-02,30
2026-01-09,30
2026-01-16,30
2026-01-23,30
2026-01-30,30
2026-02-06,30
2026-02-13,30
2026-02-20,30
2026-02-27,30
2026-03-06,30
2026-03-13,30
2026-03-20,30
2026-03-27,30
2026-04-03,30
2026-04-10,30
2026-04-17,30
2026-04-24,30
2026-05-01,30
2026-05-08,30
2026-05-15,30
2026-05-22,30
2026-05-29,30
2026-06-05,30
2026-06-12,30
